date,open,high,low,close,SMA_10,SMA_20,EMA_10,EMA_20
2018-01-31,312.0,360.5,305.67999267578125,354.3099975585937,,,354.3099975585937,354.3099975585937
2018-02-28,351.0,359.989990234375,294.760009765625,343.0599975585937,,,352.26454301313913,353.23856898716514
2018-03-31,345.010009765625,348.6700134277344,248.2100067138672,266.1300048828125,,,336.6037178985343,344.9425152629411
2018-04-30,256.260009765625,309.5,244.58999633789065,293.8999938964844,,,328.8394044436161,340.08132275184994
2018-05-31,293.510009765625,312.989990234375,273.4200134277344,284.7300109863281,,,320.8195147241092,334.80976925037163
2018-06-30,285.8599853515625,373.7300109863281,283.8399963378906,342.95001220703125,,,324.8432415391859,335.58503048433926
2018-07-31,360.07000732421875,364.7799987792969,286.1300048828125,298.1400146484375,,,319.98810937723164,332.01883849996767
2018-08-31,297.989990234375,387.4599914550781,288.20001220703125,301.6600036621094,,,316.65572651993665,329.12752089636217
2018-09-30,296.94000244140625,314.9599914550781,252.25,264.7699890136719,,,307.22195606425214,322.99823214562974
2018-10-31,305.7699890136719,347.1600036621094,247.77000427246097,337.32000732421875,308.69700317382814,,312.6943290206097,324.3622107340668
2018-11-30,338.260009765625,366.75,325.0,350.4800109863281,308.3140045166016,,319.5644530143767,326.8496202819012
2018-12-31,360.0,379.489990234375,294.0899963378906,332.79998779296875,307.2880035400391,,321.9709138832116,327.41632194962193
2019-01-31,306.1000061035156,352.0,279.2799987792969,307.0199890136719,311.377001953125,,319.25256390693164,325.47381405096
2019-02-28,305.4200134277344,324.239990234375,288.7699890136719,319.8800048828125,313.9750030517578,,319.36664408436445,324.9410703206603
2019-03-31,306.94000244140625,307.1300048828125,254.4600067138672,279.8599853515625,313.4880004882813,,312.183615223855,320.6476336569367
2019-04-30,282.6199951171875,296.1700134277344,231.1300048828125,238.69000244140625,303.06199951171874,,298.82114017250063,312.8421449697433
2019-05-31,238.8500061035156,258.3500061035156,184.1000061035156,185.16000366210932,291.7639984130859,,278.1554789887931,300.6819410356829
2019-06-30,185.5099945068359,234.7400054931641,176.99000549316406,223.4600067138672,283.9439987182617,,268.2108476660793,293.32747110027185
2019-07-31,230.2100067138672,266.07000732421875,222.22000122070312,241.6100006103516,281.6279998779297,,263.37433001958334,288.40199772027944
2019-08-31,242.6499938964844,244.5099945068359,211.0,225.6100006103516,270.45699920654295,289.57700119018557,256.5080883088139,282.4218075193339
2019-09-30,224.0800018310547,253.5,218.3600006103516,240.8699951171875,259.4959976196289,283.9050010681152,253.6647986376091,278.46449205246284
2019-10-31,241.5,340.8399963378906,224.27999877929688,314.9200134277344,257.70800018310547,282.4980018615723,264.80211041763187,281.9364464691554
2019-11-30,316.32000732421875,361.2000122070313,309.260009765625,329.94000244140625,260.00000152587893,285.68850173950193,276.6453635128636,286.50821370460784
2019-12-31,329.3999938964844,435.30999755859375,327.25,418.3299865722656,269.8449996948242,291.91000137329104,302.4062040691185,299.0626682634324
